Zipcode,Dispensary Count,Patient Count,Latitude,Longitude
16915,0,214,41.77,-78.01
16917,0,43,41.74,-77.07
16920,0,29,41.98,-77.31
16921,0,17,41.78,-77.54
16922,0,38,41.73,-77.64
16923,0,18,41.98,-77.9
16925,0,61,41.95,-76.79
16926,0,9,41.71,-76.77
16927,0,6,41.96,-77.66
16928,0,5,41.95,-77.43
16929,0,35,41.99,-77.12
16930,0,31,41.55,-77.1
16932,0,10,41.78,-76.94
16933,0,134,41.8,-77.07
16935,0,19,41.89,-77.3
16936,0,21,41.98,-76.95
16937,0,7,41.97,-77.71
16938,0,11,41.58,-77.37
16939,0,8,41.68,-77.01
16942,0,15,41.98,-77.38
16943,0,25,41.83,-77.61
16946,0,35,41.9,-77.13
16947,0,152,41.78,-76.78
16948,0,19,41.9,-77.75
16950,0,44,41.91,-77.54
17001,0,2,40.24,-76.92
17002,0,5,40.53,-77.81
17003,1,684,40.33,-76.5
17004,0,50,40.6,-77.72
17005,0,7,40.6,-76.81
17006,0,28,40.33,-77.51
17007,0,297,40.15,-77.13
17009,0,124,40.63,-77.56
17010,0,2,40.28,-76.58
17011,1,2403,40.24,-76.92
17013,1,2178,40.2,-77.2
17014,0,5,40.66,-77.19
17015,0,1334,40.15,-77.26
17016,0,30,40.27,-76.41
17017,0,71,40.65,-76.87
17018,0,326,40.36,-76.93
17019,0,1033,40.11,-77.03
17020,0,640,40.41,-77.04
17021,0,24,40.36,-77.67
17022,0,1604,40.15,-76.59
17023,0,167,40.58,-76.82
17024,0,90,40.41,-77.31
17025,1,1319,40.28,-76.93
17026,0,168,40.45,-76.42
17027,0,7,40.16,-76.98
17028,0,212,40.39,-76.68
17029,0,9,40.56,-77.62
17030,0,28,40.61,-76.74
17032,0,369,40.46,-76.93
17033,0,866,40.28,-76.64
17034,0,236,40.21,-76.79
17035,0,18,40.42,-77.55
17036,0,1268,40.26,-76.71
17037,0,35,40.43,-77.42
17038,0,470,40.41,-76.48
17039,0,2,40.29,-76.24
17040,0,93,40.34,-77.3
17042,1,2482,40.34,-76.42
17043,0,579,40.24,-76.89
17044,0,1143,40.59,-77.57
17045,0,139,40.6,-77
17046,0,1858,40.38,-76.43
17047,0,58,40.38,-77.33
17048,0,200,40.58,-76.76
17049,0,107,40.65,-77.28
17050,1,2088,40.24,-77.02
17051,0,126,40.49,-77.74
17052,0,52,40.37,-77.97
17053,0,370,40.33,-76.93
17054,0,8,40.5,-77.73
17055,1,2578,40.21,-77
17056,0,2,40.53,-77.36
17057,0,1686,40.19,-76.7
17058,0,69,40.51,-77.55
17059,0,240,40.57,-77.39
17060,0,46,40.51,-77.86
17061,0,341,40.54,-76.95
17062,0,134,40.55,-77.15
17063,0,158,40.71,-77.58
17064,0,53,40.24,-76.47
17065,0,321,40.11,-77.18
17066,0,311,40.38,-77.88
17067,0,659,40.37,-76.3
17068,0,248,40.41,-77.18
17069,0,3,40.46,-76.98
17070,0,1392,40.23,-76.87
17072,0,22,40.23,-77.08
17073,0,259,40.35,-76.21
17074,0,478,40.47,-77.13
17075,0,10,40.39,-77.83
17076,0,5,40.62,-77.31
17077,0,13,40.4,-76.54
17078,0,1472,40.3,-76.59
17082,0,84,40.53,-77.39
17083,0,9,40.28,-76.44
17084,0,151,40.68,-77.63
17085,0,9,40.28,-76.39
17086,0,72,40.69,-77.12
17087,0,99,40.44,-76.28
17088,0,46,40.3,-76.29
17090,0,313,40.33,-77.19
17093,0,8,40.31,-76.93
17094,0,86,40.56,-77.23
17097,0,22,40.57,-76.68
17098,0,121,40.58,-76.61
17099,0,80,40.64,-77.58
17101,0,265,40.26,-76.89
17102,0,795,40.27,-76.91
17103,0,775,40.27,-76.88
17104,1,890,40.25,-76.86
17105,0,15,40.27,-76.88
17106,0,13,40.27,-76.88
17108,0,3,40.27,-76.88
17109,1,1522,40.29,-76.82
17110,1,1857,40.32,-76.89
17111,0,1940,40.27,-76.79
17112,1,2600,40.37,-76.78
17113,1,1038,40.23,-76.83
17120,0,8,40.27,-76.88
17201,2,1823,39.93,-77.65
17202,0,1425,39.92,-77.71
17210,0,7,40.21,-77.66
17211,0,16,39.76,-78.4
17212,0,29,39.84,-78.05
17213,0,10,40.25,-77.77
17214,0,84,39.73,-77.46
17215,0,28,40.08,-77.88
17217,0,11,40.25,-77.7
17219,0,12,40.22,-77.7
17220,0,16,40.19,-77.74
17221,0,42,40.05,-77.83
17222,0,602,39.91,-77.56
17223,0,22,40.06,-77.93
17224,0,110,39.97,-77.9
17225,0,809,39.79,-77.72
17228,0,41,39.97,-78.08
17229,0,64,40.08,-78.01
17231,0,9,39.85,-77.84
17233,0,277,39.93,-77.99
17235,0,6,39.86,-77.7
17236,0,352,39.83,-77.9
17237,0,117,39.84,-77.54
17238,0,60,39.86,-78.15
17239,0,2,40.13,-77.85
17240,0,99,40.13,-77.55
17241,0,550,40.17,-77.4
17243,0,65,40.24,-77.89
17244,0,85,40.05,-77.6
17246,0,12,40.06,-77.68
17247,0,2,39.8,-77.58
17249,0,7,40.24,-77.9
17250,0,12,39.74,-77.52
17251,0,3,40.12,-77.67
17252,0,162,39.92,-77.8
17253,0,10,40.21,-78.01
17254,0,6,39.97,-77.59
17255,0,38,40.18,-77.86
17257,0,1398,40.04,-77.52
17260,0,38,40.29,-77.87
17261,0,12,39.86,-77.51
17262,0,41,40.15,-77.71
17263,0,8,39.72,-77.72
17264,0,93,40.19,-77.98
17265,0,18,40.06,-77.76
17266,0,23,40.09,-77.41
17267,0,71,39.77,-78.2
17268,0,1734,39.75,-77.58
17271,0,13,40.11,-77.77
17272,0,6,39.77,-77.62
17301,0,278,39.88,-76.98
17302,0,115,39.82,-76.39
17303,0,36,39.93,-77.3
17304,0,189,39.97,-77.23
17306,0,20,39.98,-77.25
17307,0,334,39.93,-77.24
17309,0,73,39.86,-76.45
17310,0,8,39.88,-77.34
17311,0,9,39.82,-76.84
17313,0,774,39.89,-76.64
17314,0,279,39.76,-76.33
17315,0,1683,40,-76.84
17316,0,441,39.93,-76.97
17317,0,19,39.97,-76.52
17318,0,40,40.02,-76.72
17319,0,695,40.15,-76.79
17320,0,525,39.78,-77.36
17321,0,88,39.75,-76.44
17322,0,339,39.85,-76.56
17323,0,25,40.08,-77.03
17324,0,207,40.04,-77.18
17325,1,1843,39.83,-77.23
17327,0,414,39.79,-76.73
17329,0,138,39.76,-76.85
17331,1,3676,39.81,-76.98
17339,0,393,40.13,-76.86
17340,0,639,39.74,-77.08
17342,0,12,39.85,-76.71
17343,0,7,39.87,-77.33
17344,0,312,39.81,-77.02
17345,0,531,40.06,-76.72
17347,0,468,40.06,-76.7
17349,0,404,39.73,-76.69
17350,0,930,39.86,-77.05
17352,0,42,39.76,-76.5
17353,0,187,39.88,-77.38
17355,0,15,39.76,-76.69
17356,0,1626,39.89,-76.6
17360,0,353,39.85,-76.76
17361,0,289,39.77,-76.68
17362,0,745,39.88,-76.86
17363,0,519,39.75,-76.59
17364,0,224,39.92,-76.87
17365,0,174,40.05,-76.94
17366,0,331,39.91,-76.58
17368,0,513,40.02,-76.53
17370,0,388,40.11,-76.71
17371,0,32,39.9,-76.79
17372,0,198,40,-77.11
17401,0,1045,39.96,-76.73
17402,2,2202,39.96,-76.66
17403,0,2268,39.92,-76.71
17404,1,2345,40,-76.77
17405,0,10,39.96,-76.73
17406,0,1438,40.01,-76.64
17407,0,102,39.88,-76.71
17408,1,1284,39.95,-76.81
17501,0,236,40.16,-76.2
17502,0,121,40.09,-76.67
17504,0,4,40.02,-76.33
17505,0,42,40.05,-76.18
17506,0,23,40.12,-76.05
17507,0,9,40.2,-76.02
17508,0,45,40.12,-76.21
17509,0,163,39.91,-76.04
17512,0,1203,40.03,-76.49
17516,0,231,39.93,-76.36
17517,0,706,40.23,-76.13
17518,0,51,39.83,-76.25
17519,0,154,40.14,-76.02
17520,1,416,40.1,-76.35
17521,0,3,40.16,-76.42
17522,0,1537,40.18,-76.18
17527,0,186,40.01,-75.99
17529,0,143,40.04,-76.1
17532,0,123,39.86,-76.29
17534,0,15,40.04,-76.11
17535,0,76,39.98,-76.02
17536,0,69,39.82,-76.09
17537,0,11,40.01,-76.24
17538,0,379,40.09,-76.41
17540,0,463,40.09,-76.18
17543,0,2093,40.15,-76.3
17545,0,997,40.16,-76.39
17547,0,620,40.05,-76.55
17550,0,33,40.07,-76.58
17551,0,549,40,-76.35
17552,0,1083,40.11,-76.5
17554,0,475,40.04,-76.43
17555,0,210,40.12,-75.97
17557,0,522,40.1,-76.09
17560,0,250,39.9,-76.23
17562,0,118,40,-76.12
17563,0,134,39.76,-76.18
17565,0,132,39.9,-76.31
17566,0,381,39.89,-76.16
17567,0,12,40.21,-76.11
17568,0,5,39.95,-76.23
17569,0,279,40.27,-76.11
17570,0,5,40.13,-76.57
17572,0,90,40.01,-76.16
17576,0,14,40.04,-76.2
17578,0,178,40.23,-76.18
17579,0,282,39.98,-76.18
17581,0,38,40.16,-76.05
17582,0,117,39.98,-76.43
17584,0,475,39.98,-76.27
17601,2,3043,40.07,-76.31
17602,3,3033,40.04,-76.3
17603,0,4184,40.03,-76.33
17604,0,13,40.04,-76.3
17605,0,2,40.04,-76.3
17608,0,18,40.04,-76.3
17701,2,2946,41.23,-77.03
17702,0,665,41.18,-77.08
17703,0,9,41.23,-77.03
17720,0,5,41.18,-77.2
17721,0,56,41.18,-77.32
17723,0,2,41.44,-77.47
17724,0,107,41.65,-76.85
17726,0,2,41.12,-77.42
17728,0,243,41.31,-77.03
17729,0,5,41.51,-77.74
17730,0,17,41.11,-76.88
17731,0,3,41.4,-76.58
17735,0,2,41.61,-76.86
17737,0,304,41.23,-76.72
17739,0,5,41.4,-77.4
17740,0,531,41.2,-77.26
17742,0,2,41.24,-76.6
17744,0,129,41.24,-77.15
17745,0,1029,41.13,-77.45
17747,0,78,41.03,-77.3
17748,0,17,41.15,-77.34
17749,0,5,41.07,-76.81
17751,0,320,41.1,-77.49
17752,0,228,41.17,-76.87
17754,0,593,41.24,-76.92
17756,0,572,41.2,-76.78
17758,0,31,41.35,-76.6
17760,0,17,41.37,-77.7
17762,0,16,41.28,-76.7
17763,0,2,41.51,-76.98
17764,0,79,41.32,-77.74
17765,0,24,41.55,-76.89
17768,0,12,41.56,-76.76
17771,0,137,41.39,-77.08
17772,0,90,41.1,-76.76
17774,0,50,41.24,-76.52
17776,0,11,41.41,-77.29
17777,0,306,41.08,-76.86
17778,0,3,41.3,-77.84
17779,0,19,41.21,-77.38
17801,0,1111,40.86,-76.78
17810,0,56,41.11,-77.03
17812,0,45,40.74,-77.22
17813,0,95,40.75,-77.16
17814,0,191,41.19,-76.38
17815,1,1688,41,-76.45
17820,0,279,40.95,-76.46
17821,0,1006,40.96,-76.61
17823,0,58,40.75,-76.76
17824,0,214,40.86,-76.54
17827,0,59,40.76,-76.94
17829,0,2,40.9,-77.16
17830,0,74,40.71,-76.85
17831,0,4,40.83,-76.83
17832,0,26,40.81,-76.46
17833,0,13,40.8,-76.95
17834,0,273,40.79,-76.47
17836,0,5,40.72,-76.6
17837,0,699,40.96,-76.89
17840,0,15,40.77,-76.43
17841,0,155,40.7,-77.31
17842,0,438,40.78,-77.04
17844,0,368,40.92,-77.04
17845,0,103,40.86,-77.23
17846,0,184,41.12,-76.52
17847,0,595,41,-76.85
17850,0,45,40.96,-76.86
17851,0,708,40.79,-76.41
17853,0,96,40.69,-77
17855,0,61,40.88,-76.98
17856,0,126,41.04,-76.88
17857,0,536,40.89,-76.79
17859,0,155,41.07,-76.41
17860,0,95,40.87,-76.61
17861,0,6,40.77,-77.08
17862,0,13,40.86,-77.06
17864,0,71,40.7,-76.91
17865,0,3,40.99,-76.79
17866,0,634,40.78,-76.54
17867,0,5,40.71,-76.69
17868,0,21,40.96,-76.63
17870,1,800,40.8,-76.86
17872,1,688,40.78,-76.55
17876,0,123,40.85,-76.82
17878,0,57,41.15,-76.36
17881,0,81,40.78,-76.67
17882,0,3,40.81,-77.2
17884,0,8,41.05,-76.67
17886,0,47,41.02,-76.88
17887,0,32,41.08,-76.9
17888,0,14,40.81,-76.38
17889,0,124,40.9,-76.87
17901,1,1537,40.67,-76.2
17920,0,9,40.81,-76.34
17921,0,349,40.78,-76.34
17922,0,274,40.59,-76.09
17923,0,28,40.66,-76.32
17925,0,14,40.75,-76.07
17929,0,100,40.63,-76.19
17930,0,28,40.71,-76.12
17931,0,279,40.78,-76.23
17933,0,16,40.6,-76.24
17934,0,26,40.8,-76.21
17935,0,103,40.79,-76.28
17936,0,33,40.75,-76.34
17938,0,86,40.66,-76.48
17941,0,23,40.66,-76.62
17943,0,8,40.76,-76.38
17944,0,5,40.67,-76.28
17945,0,13,40.79,-76.38
17946,0,9,40.81,-76.26
17948,0,249,40.85,-76.12
17949,0,17,40.8,-76.24
17951,0,13,40.68,-76.24
17952,0,32,40.76,-76.06
17953,0,30,40.72,-76.08
17954,0,385,40.69,-76.25
17957,0,7,40.59,-76.52
17959,0,68,40.73,-76.15
17960,0,144,40.68,-75.99
17961,0,321,40.65,-76.1
17963,0,469,40.54,-76.38
17964,0,18,40.7,-76.51
17965,0,136,40.7,-76.17
17967,0,126,40.85,-76.23
17968,0,18,40.64,-76.61
17970,0,219,40.72,-76.19
17972,0,666,40.62,-76.17
17974,0,15,40.7,-76.24
17976,0,296,40.82,-76.21
17978,0,8,40.62,-76.65
17979,0,3,40.57,-76.2
17980,0,131,40.58,-76.55
17981,0,147,40.62,-76.39
17982,0,28,40.77,-76.04
17983,0,73,40.64,-76.55
17985,0,85,40.93,-76.25
18011,0,309,40.5,-75.6
18012,0,17,40.81,-75.59
18013,0,871,40.86,-75.2
18014,0,632,40.72,-75.39
18015,1,1709,40.59,-75.37
18016,0,12,40.63,-75.39
18017,1,2077,40.66,-75.39
18018,0,2268,40.62,-75.36
18020,1,1005,40.67,-75.32
18030,0,11,40.8,-75.66
18031,0,538,40.55,-75.66
18032,0,655,40.65,-75.46
18034,0,424,40.53,-75.42
18035,0,2,40.75,-75.54
18036,0,734,40.51,-75.39
18037,0,464,40.67,-75.49
18038,0,163,40.78,-75.51
18039,0,11,40.55,-75.24
18040,0,818,40.75,-75.23
18041,0,422,40.42,-75.51
18042,0,2107,40.68,-75.22
18043,0,9,40.68,-75.22
18044,0,17,40.68,-75.22
18045,1,1522,40.69,-75.27
18046,0,8,40.55,-75.56
18049,0,1171,40.53,-75.49
18051,1,209,40.59,-75.66
18052,1,1434,40.63,-75.48
18053,0,110,40.72,-75.71
18054,0,307,40.33,-75.47
18055,0,802,40.58,-75.33
18056,0,92,40.45,-75.55
18058,0,514,40.88,-75.47
18059,0,86,40.72,-75.53
18062,0,1415,40.51,-75.55
18063,0,25,40.78,-75.18
18064,0,1414,40.73,-75.31
18065,0,4,40.7,-75.61
18066,0,316,40.65,-75.74
18067,0,1210,40.68,-75.48
18068,0,9,40.48,-75.52
18069,0,393,40.62,-75.6
18070,0,56,40.43,-75.53
18071,0,665,40.8,-75.61
18072,0,376,40.86,-75.25
18073,0,604,40.39,-75.49
18074,0,290,40.32,-75.51
18076,0,188,40.37,-75.48
18077,0,123,40.59,-75.19
18078,0,325,40.67,-75.61
18079,0,24,40.74,-75.66
18080,0,646,40.75,-75.61
18081,0,18,40.56,-75.28
18083,0,26,40.75,-75.26
18084,0,18,40.31,-75.5
18085,0,52,40.74,-75.25
18086,0,6,40.74,-75.55
18087,0,50,40.55,-75.59
18088,0,497,40.75,-75.59
18091,0,319,40.84,-75.29
18092,0,136,40.47,-75.52
18101,0,234,40.6,-75.47
18102,0,1789,40.61,-75.48
18103,2,2270,40.59,-75.47
18104,1,2532,40.61,-75.55
18105,0,19,40.6,-75.49
18106,0,358,40.57,-75.56
18109,1,790,40.64,-75.44
18201,1,851,40.95,-75.97
18202,1,537,40.96,-76
18210,0,476,41,-75.58
18211,0,62,40.74,-75.82
18212,0,7,40.77,-75.72
18214,0,139,40.79,-76.08
18216,0,82,40.94,-75.89
18218,0,131,40.82,-75.91
18219,0,71,40.99,-76.05
18220,0,18,40.84,-76.06
18221,0,4,41,-75.92
18222,0,506,41.01,-75.99
18223,0,8,40.98,-75.94
18224,0,403,41.01,-75.89
18229,0,599,40.87,-75.73
18230,0,3,40.92,-75.92
18231,0,36,40.9,-76
18232,0,282,40.83,-75.88
18234,0,22,40.99,-75.96
18235,0,1018,40.83,-75.71
18237,0,240,40.9,-75.99
18239,0,4,40.99,-75.98
18240,0,277,40.86,-75.82
18241,0,30,40.94,-76.16
18242,0,8,40.91,-76.12
18244,0,12,40.82,-75.67
18245,0,8,40.85,-76.03
18247,0,4,41.03,-75.98
18248,0,44,40.9,-76.11
18249,0,241,40.99,-76.08
18250,0,210,40.82,-75.84
18251,0,6,41.01,-76.08
18252,0,576,40.8,-75.93
18254,0,38,40.91,-75.96
18255,0,293,40.94,-75.82
18256,0,12,40.94,-76.15
18301,0,1210,41,-75.17
18302,0,837,41.11,-75.11
18320,0,19,41,-75.28
18321,0,90,41.03,-75.28
18322,0,127,40.92,-75.4
18323,0,12,41.2,-75.27
18324,0,422,41.09,-75
18325,0,117,41.26,-75.27
18326,0,305,41.17,-75.25
18327,0,39,40.98,-75.15
18328,0,302,41.22,-74.87
18330,0,506,40.96,-75.45
18331,0,45,40.91,-75.44
18332,0,164,41.09,-75.26
18333,0,33,40.9,-75.49
18334,0,187,41.07,-75.44
18335,0,14,41.07,-75.1
18336,0,99,41.37,-74.74
18337,0,421,41.32,-74.8
18340,0,2,41.42,-74.77
18342,0,2,41.17,-75.3
18343,0,133,40.9,-75.11
18344,0,169,41.12,-75.35
18346,0,158,41.14,-75.42
18347,0,150,41.11,-75.56
18349,0,5,41.1,-75.37
18350,0,78,41.11,-75.45
18351,0,8,40.92,-75.1
18352,0,20,41.01,-75.36
18353,0,582,40.9,-75.36
18354,0,62,40.92,-75.32
18355,0,61,41.07,-75.33
18356,0,21,41.01,-75.12
18360,2,1346,40.98,-75.19
18370,0,34,41.09,-75.34
18371,0,20,41.16,-75.04
18372,0,149,41.04,-75.33
18403,0,486,41.5,-75.53
18405,0,84,41.6,-75.15
18407,0,1037,41.57,-75.5
18410,0,16,41.47,-75.67
18411,0,1249,41.48,-75.7
18413,0,12,41.65,-75.53
18414,0,342,41.53,-75.73
18415,0,31,41.74,-75.12
18417,0,14,41.85,-75.22
18419,0,205,41.56,-75.78
18420,0,14,41.6,-75.71
18421,0,261,41.65,-75.46
18424,0,314,41.24,-75.45
18425,0,31,41.42,-74.99
18426,0,221,41.32,-75.3
18427,0,14,41.4,-75.41
18428,0,572,41.47,-75.18
18430,0,2,41.76,-75.47
18431,0,493,41.57,-75.25
18433,0,434,41.57,-75.58
18434,0,346,41.46,-75.55
18435,0,29,41.46,-74.98
18436,0,701,41.45,-75.38
18438,0,68,41.43,-75.27
18439,0,5,41.85,-75.38
18440,0,6,41.56,-75.77
18441,0,17,41.66,-75.61
18443,0,19,41.67,-75.06
18444,0,709,41.33,-75.52
18445,0,105,41.3,-75.32
18446,0,173,41.62,-75.78
18447,0,787,41.45,-75.59
18449,0,3,41.81,-75.44
18451,0,25,41.39,-75.19
18452,0,325,41.48,-75.59
18453,0,23,41.73,-75.43
18454,0,2,41.83,-75.43
18456,0,13,41.58,-75.32
18457,0,8,41.47,-75.05
18458,0,93,41.47,-74.91
18460,0,16,41.27,-75.34
18461,0,3,41.9,-75.33
18462,0,11,41.9,-75.46
18463,0,8,41.36,-75.4
18464,0,37,41.4,-75.18
18465,0,50,41.86,-75.51
18466,0,724,41.18,-75.43
18469,0,7,41.69,-75.1
18470,0,80,41.71,-75.49
18471,0,21,41.52,-75.7
18472,0,238,41.58,-75.4
18473,0,11,41.53,-75.21
18502,0,7,41.4,-75.66
18503,0,192,41.41,-75.67
18504,1,1469,41.43,-75.7
18505,2,1195,41.4,-75.66
18507,0,312,41.35,-75.72
18508,1,838,41.45,-75.66
18509,0,997,41.43,-75.64
18510,0,622,41.41,-75.64
18512,0,969,41.43,-75.6
18517,0,313,41.39,-75.71
18518,0,648,41.37,-75.73
18519,2,458,41.47,-75.62
18602,0,23,41.18,-75.76
18603,0,1084,41.05,-76.24
18610,0,283,41.04,-75.52
18611,0,6,41.19,-76.3
18612,0,790,41.33,-75.96
18614,0,86,41.52,-76.39
18615,0,103,41.46,-75.84
18616,0,19,41.49,-76.6
18617,0,126,41.17,-76.07
18618,0,217,41.37,-76.02
18619,0,5,41.43,-76.71
18621,0,250,41.25,-76.1
18622,0,11,41.2,-76.27
18623,0,86,41.64,-76.16
18624,0,21,41.05,-75.66
18625,0,23,41.51,-75.85
18626,0,11,41.41,-76.49
18627,0,2,41.32,-76.02
18628,0,8,41.45,-76.29
18629,0,88,41.56,-76.06
18630,0,176,41.61,-76.04
18631,0,65,41.03,-76.3
18632,0,9,41.46,-76.38
18634,0,984,41.2,-76
18635,0,182,41.05,-76.21
18636,0,74,41.42,-76.05
18640,0,1359,41.32,-75.78
18641,0,435,41.34,-75.72
18642,0,294,41.36,-75.77
18643,0,894,41.37,-75.84
18644,0,456,41.3,-75.84
18651,0,674,41.24,-75.95
18653,0,3,41.39,-75.82
18655,0,336,41.15,-76.15
18656,0,128,41.28,-76.15
18657,0,743,41.53,-75.94
18660,0,185,41.06,-76.07
18661,0,351,41.06,-75.77
18701,0,123,41.24,-75.89
18702,2,2049,41.24,-75.87
18703,0,9,41.24,-75.87
18704,1,2253,41.26,-75.88
18705,0,862,41.27,-75.84
18706,0,1149,41.2,-75.91
18707,0,903,41.16,-75.9
18708,0,554,41.31,-75.95
18709,0,270,41.28,-75.89
18801,0,164,41.83,-75.87
18810,0,90,41.95,-76.51
18812,0,16,41.98,-75.92
18814,0,3,41.78,-76.61
18816,0,9,41.74,-75.89
18818,0,10,41.91,-76.04
18821,0,17,41.97,-75.74
18822,0,84,41.96,-75.74
18823,0,10,41.78,-75.7
18824,0,78,41.7,-75.76
18825,0,2,41.83,-75.61
18826,0,53,41.76,-75.78
18828,0,3,41.8,-76.11
18829,0,27,41.83,-76.18
18830,0,4,41.99,-76.13
18831,0,20,41.89,-76.6
18832,0,28,41.71,-76.47
18833,0,56,41.6,-76.44
18834,0,87,41.87,-75.72
18837,0,27,41.85,-76.34
18840,0,163,41.97,-76.53
18844,0,77,41.69,-75.91
18845,0,9,41.79,-76.18
18846,0,51,41.64,-76.24
18847,0,102,41.94,-75.6
18848,0,232,41.76,-76.44
18850,0,40,41.84,-76.5
18851,0,25,41.93,-76.18
18853,0,82,41.66,-76.26
18854,0,23,41.79,-76.36
18901,0,1982,40.31,-75.12
18902,1,1250,40.36,-75.09
18910,0,14,40.42,-75.17
18911,0,11,40.38,-75.28
18912,0,30,40.32,-75.06
18913,0,17,40.39,-75.06
18914,0,1405,40.28,-75.2
18915,0,103,40.27,-75.26
18916,0,2,40.33,-75.12
18917,0,144,40.37,-75.2
18920,0,27,40.49,-75.08
18921,0,10,40.53,-75.17
18923,0,60,40.35,-75.17
18925,0,281,40.29,-75.05
18927,0,17,40.32,-75.24
18928,0,11,40.33,-75.12
18929,0,419,40.25,-75.08
18930,0,160,40.53,-75.21
18931,0,18,40.34,-75.03
18932,0,34,40.29,-75.25
18933,0,5,40.4,-75.04
18934,0,19,40.34,-75.07
18935,0,31,40.43,-75.39
18936,3,34,40.22,-75.23
18938,0,734,40.36,-74.95
18940,0,1496,40.22,-74.93
18942,0,174,40.46,-75.15
18943,0,8,40.26,-74.98
18944,0,1847,40.37,-75.29
18946,0,8,40.29,-75.01
18947,0,319,40.43,-75.1
18949,0,7,40.42,-75.11
18950,0,14,40.45,-75.07
18951,1,2451,40.43,-75.34
18953,0,10,40.53,-75.19
18954,0,494,40.22,-75
18955,0,121,40.47,-75.32
18956,0,8,40.25,-75.01
18957,0,2,40.29,-75.45
18958,0,3,40.29,-75.43
18960,1,899,40.36,-75.3
18962,0,30,40.34,-75.27
18963,0,13,40.38,-75
18964,0,797,40.31,-75.32
18966,0,2017,40.18,-75
18968,0,2,40.43,-75.43
18969,0,987,40.32,-75.32
18970,0,50,40.41,-75.38
18971,0,8,40.34,-75.38
18972,0,150,40.53,-75.12
18974,1,2307,40.21,-75.07
18976,0,1043,40.25,-75.14
18977,0,179,40.28,-74.87
18979,0,2,40.3,-75.44
18980,0,15,40.27,-75.01
19001,1,1019,40.12,-75.12
19002,1,1934,40.15,-75.22
19003,1,1032,40,-75.29
19004,0,668,40.01,-75.22
19006,0,977,40.15,-75.03
19007,1,1116,40.1,-74.85
19008,0,1043,39.96,-75.35
19009,0,31,40.14,-75.06
19010,1,888,40.02,-75.31
19012,0,323,40.06,-75.11
19013,2,1106,39.84,-75.37
19014,0,1139,39.86,-75.43
19015,0,880,39.87,-75.39
19016,0,12,39.84,-75.37
19017,0,5,39.89,-75.46
19018,1,1224,39.92,-75.29
19020,1,2556,40.1,-74.93
19021,0,567,40.09,-74.89
19022,0,217,39.86,-75.33
19023,1,619,39.92,-75.26
19025,0,420,40.14,-75.16
19026,0,1572,39.94,-75.3
19027,1,1092,40.07,-75.12
19029,0,227,39.87,-75.29
19030,0,598,40.17,-74.85
19031,0,301,40.11,-75.22
19032,0,244,39.89,-75.28
19033,0,466,39.89,-75.33
19034,0,326,40.13,-75.19
19035,0,208,40.04,-75.28
19036,0,633,39.89,-75.29
19038,0,2069,40.1,-75.15
19039,0,7,39.9,-75.5
19040,0,1494,40.17,-75.1
19041,0,279,40,-75.32
19043,0,160,39.9,-75.31
19044,1,1227,40.18,-75.13
19046,0,1202,40.09,-75.12
19047,0,1723,40.17,-74.91
19050,1,936,39.94,-75.27
19052,0,6,39.9,-75.45
19053,0,1343,40.14,-74.98
19054,0,889,40.17,-74.82
19055,0,679,40.15,-74.85
19056,0,742,40.15,-74.89
19057,0,910,40.14,-74.85
19058,0,20,40.15,-74.85
19060,0,437,39.84,-75.49
19061,0,1142,39.83,-75.44
19063,0,2031,39.92,-75.42
19064,0,1254,39.93,-75.34
19066,0,234,40,-75.24
19067,0,2350,40.2,-74.78
19070,1,396,39.91,-75.32
19072,0,650,40.02,-75.26
19073,0,1093,39.97,-75.43
19074,0,327,39.88,-75.29
19075,0,506,40.11,-75.18
19076,0,367,39.89,-75.31
19078,0,734,39.87,-75.32
19079,0,261,39.9,-75.26
19081,0,497,39.9,-75.34
19082,0,853,39.96,-75.27
19083,0,2061,39.97,-75.31
19085,0,279,40.03,-75.35
19086,0,668,39.89,-75.37
19087,2,1748,40.06,-75.4
19090,0,1306,40.14,-75.11
19094,0,297,39.87,-75.35
19095,0,341,40.09,-75.14
19096,1,701,39.99,-75.27
19101,0,5,39.95,-75.16
19102,0,302,39.95,-75.17
19103,0,1111,39.95,-75.17
19104,1,1050,39.96,-75.2
19105,0,5,39.95,-75.16
19106,0,845,39.95,-75.14
19107,4,682,39.95,-75.16
19111,0,1336,40.06,-75.07
19114,1,1071,40.07,-75
19115,1,745,40.09,-75.04
19116,0,787,40.12,-75.01
19118,0,485,40.07,-75.21
19119,0,1273,40.05,-75.19
19120,0,1070,40.03,-75.12
19121,0,1145,39.98,-75.18
19122,0,819,39.98,-75.15
19123,1,993,39.96,-75.15
19124,0,1303,40.02,-75.09
19125,1,1753,39.98,-75.13
19126,0,412,40.06,-75.14
19127,1,493,40.03,-75.23
19128,0,2262,40.05,-75.23
19129,0,573,40.01,-75.19
19130,0,1557,39.97,-75.18
19131,2,1361,39.99,-75.22
19132,0,790,40,-75.17
19133,0,428,39.99,-75.14
19134,0,1426,39.99,-75.11
19135,0,829,40.02,-75.05
19136,0,891,40.04,-75.02
19137,0,242,39.99,-75.07
19138,0,808,40.06,-75.16
19139,0,1220,39.96,-75.23
19140,0,1089,40.01,-75.15
19141,0,705,40.04,-75.15
19142,0,580,39.92,-75.23
