Zipcode,Dispensary Count,Patient Count,Latitude,Longitude,Nearest Disp Distance,Nearest Disp Zipcode,Patient Miles
18244,0,12,40.82,-75.67,15.80093174,18104,189.6111809
18058,0,514,40.88,-75.47,15.75009253,18017,8095.54756
18323,0,12,41.2,-75.27,15.74553722,18360,188.9464466
17045,0,139,40.6,-77,15.6366814,17870,2173.498714
15533,0,82,39.99,-78.24,15.6254306,16634,1281.28531
15438,0,107,40.1,-79.83,15.62030492,15401,1671.372626
15434,0,12,40.08,-79.88,15.61883615,15401,187.4260338
17086,0,72,40.69,-77.12,15.61389719,17870,1124.200597
16438,0,344,41.89,-79.84,15.61272467,16509,5370.777286
17024,0,90,40.41,-77.31,15.61115213,17013,1405.003692
16022,0,33,41.05,-79.73,15.55507697,16001,513.3175399
18424,0,314,41.24,-75.45,15.53314097,18505,4877.406264
17262,0,41,40.15,-77.71,15.50862958,17201,635.8538127
15364,0,27,39.95,-80.3,15.50849028,15301,418.7292376
17721,0,56,41.18,-77.32,15.50273381,17701,868.1530931
16668,0,129,40.63,-78.64,15.49053348,16602,1998.278818
16245,0,4,41.01,-79.3,15.46239789,15825,61.84959156
16875,0,172,40.86,-77.57,15.45121589,16801,2657.609133
15827,0,28,41.29,-78.51,15.44572392,15801,432.4802697
15412,0,6,40.09,-79.85,15.42726018,15401,92.56356106
16874,0,79,41.02,-77.95,15.40501826,16803,1216.996443
16110,0,9,41.5,-80.37,15.3439336,16335,138.0954024
15072,0,9,40.14,-79.86,15.33172979,15102,137.9855681
15631,0,31,40.09,-79.58,15.32595549,15601,475.1046202
17052,0,52,40.37,-77.97,15.28193942,16634,794.6608496
18655,0,336,41.15,-76.15,15.27404234,18202,5132.078227
18611,0,6,41.19,-76.3,15.2716856,17815,91.63011361
17856,0,126,41.04,-76.88,15.26932803,17701,1923.935331
15686,0,29,40.62,-79.44,15.24769339,15701,442.1831082
17886,0,47,41.02,-76.88,15.21707802,17870,715.2026669
17063,0,158,40.71,-77.58,15.20595689,16801,2402.541188
15333,0,138,40.02,-80.03,15.19623489,15301,2097.080414
15358,0,44,40.05,-80,15.17235668,15301,667.583694
15464,0,46,39.96,-79.45,15.13349739,15401,696.14088
16749,0,68,41.8,-78.44,15.11122707,16701,1027.563441
15477,0,25,40.08,-79.86,15.06810234,15401,376.7025586
15546,0,32,40.14,-79.05,15.05522558,15901,481.7672186
15868,0,64,41.26,-78.49,15.00164284,15801,960.1051416
17236,0,352,39.83,-77.9,14.972764,17201,5270.412927
17263,0,8,39.72,-77.72,14.9591271,17201,119.6730168
17363,0,519,39.75,-76.59,14.95879671,17402,7763.615493
15618,0,125,40.52,-79.47,14.95261654,15601,1869.077068
17243,0,65,40.24,-77.89,14.95223843,16634,971.8954979
16428,0,630,42.21,-79.83,14.95213803,16509,9419.846962
19363,0,719,39.78,-75.98,14.95065591,19348,10749.5216
18421,0,261,41.65,-75.46,14.93631368,18519,3898.37787
16730,0,2,41.82,-78.42,14.90221561,16701,29.80443121
17250,0,12,39.74,-77.52,14.82031538,17201,177.8437846
15483,0,21,40.08,-79.85,14.81359366,15401,311.0854668
15022,0,553,40.13,-79.9,14.8028192,15102,8185.959017
15419,0,114,40.06,-79.89,14.79843732,15401,1687.021854
15710,0,11,40.64,-78.87,14.78426509,15701,162.626916
17240,0,99,40.13,-77.55,14.7830168,17201,1463.518663
17004,0,50,40.6,-77.72,14.78165141,16801,739.0825704
17097,0,22,40.57,-76.68,14.77175173,17112,324.9785381
17061,0,341,40.54,-76.95,14.76061141,17112,5033.36849
15357,0,50,39.94,-79.99,14.75325615,15401,737.6628075
17518,0,51,39.83,-76.25,14.72987589,17602,751.2236704
18371,0,20,41.16,-75.04,14.68503847,18360,293.7007694
15646,0,7,40.1,-79.34,14.64290361,15650,102.5003253
15683,0,342,40.1,-79.58,14.64290361,15601,5007.873035
16625,0,243,40.29,-78.44,14.64252169,16602,3558.132771
17023,0,167,40.58,-76.82,14.64236076,17112,2445.274246
15474,0,84,39.73,-79.9,14.61433342,15401,1227.604007
15376,0,64,40.1,-80.5,14.59120882,15301,933.8373642
15781,0,9,40.96,-78.99,14.5798978,15825,131.2190802
15841,0,12,41.26,-78.5,14.56987946,15801,174.8385535
17030,0,28,40.61,-76.74,14.54614158,17870,407.2919642
15778,0,10,40.97,-79.2,14.53216229,15825,145.3216229
17048,0,200,40.58,-76.76,14.52814614,17112,2905.629228
16424,0,225,41.65,-80.42,14.51095585,16335,3264.965067
18334,0,187,41.07,-75.44,14.46585712,18360,2705.115282
17068,0,248,40.41,-77.18,14.45599712,17050,3585.087285
16686,0,801,40.67,-78.24,14.4374519,16602,11564.39897
16249,0,69,40.79,-79.31,14.42887523,15701,995.5923907
17249,0,7,40.24,-77.9,14.42864974,16634,101.0005482
16130,0,63,41.44,-80.22,14.41226133,16335,907.9724639
15931,0,344,40.48,-78.72,14.40676576,15901,4955.927423
15334,0,6,39.81,-79.97,14.39449571,15401,86.36697425
15312,0,144,40.28,-80.47,14.33748358,15301,2064.597636
18030,0,11,40.8,-75.66,14.32648194,18104,157.5913013
18342,0,2,41.17,-75.3,14.31434784,18360,28.62869568
15492,0,6,40.12,-79.76,14.28730739,15642,85.72384434
15655,0,34,40.19,-79.16,14.27680395,15650,485.4113342
16151,0,5,41.44,-80.21,14.27167228,16335,71.35836142
16856,0,16,40.93,-77.65,14.25177998,16801,228.0284797
15338,0,68,39.84,-79.98,14.24698859,15401,968.7952244
18657,0,743,41.53,-75.94,14.23959321,18504,10580.01776
17506,0,23,40.12,-76.05,14.20213586,17601,326.6491247
17047,0,58,40.38,-77.33,14.19234658,17013,823.1561015
15433,0,21,39.98,-79.96,14.17872601,15401,297.7532462
16244,0,9,40.8,-79.28,14.1725222,15701,127.5526998
16050,0,64,41.04,-79.76,14.16116068,16001,906.3142833
15062,0,396,40.15,-79.88,14.15955516,15102,5607.183842
15547,0,15,40.16,-79.06,14.15891838,15901,212.3837757
17098,0,121,40.58,-76.61,14.15572423,17872,1712.842632
15846,0,155,41.32,-78.6,14.14787617,15801,2192.920806
18636,0,74,41.42,-76.05,14.14533364,18704,1046.75469
18656,0,128,41.28,-76.15,14.12520475,18704,1808.026208
16412,0,571,41.88,-80.17,14.11262322,16509,8058.307857
15715,0,53,40.97,-78.88,14.10712184,15801,747.6774578
15925,0,13,40.41,-78.64,14.09183968,16602,183.1939159
17214,0,84,39.73,-77.46,14.0532107,17325,1180.469699
16639,0,58,40.7,-78.45,14.04849657,16602,814.8128013
17005,0,7,40.6,-76.81,14.04799837,17870,98.33598858
15957,0,18,40.55,-78.9,14.01032611,15701,252.1858699
15729,0,35,40.69,-78.9,13.99746754,15701,489.9113637
16644,0,8,40.7,-78.44,13.95961148,16602,111.6768918
17271,0,13,40.11,-77.77,13.95524371,17201,181.4181683
18331,0,45,40.91,-75.44,13.94401723,18360,627.4807754
15429,0,9,40,-79.94,13.93144394,15401,125.3829955
16838,0,80,40.96,-78.61,13.91336726,15801,1113.069381
16131,0,36,41.55,-80.38,13.89856168,16335,500.3482207
17355,0,15,39.76,-76.69,13.8902992,17402,208.354488
15677,0,25,40.14,-79.24,13.87082341,15650,346.7705853
16230,0,18,41.02,-79.27,13.84668292,15825,249.2402926
17084,0,151,40.68,-77.63,13.81859811,16801,2086.608315
17847,0,595,41,-76.85,13.81082795,17870,8217.442632
17980,0,131,40.58,-76.55,13.80037182,17872,1807.848708
15628,0,24,40.11,-79.38,13.79924629,15650,331.1819109
16262,0,120,40.83,-79.63,13.78074548,16001,1653.689457
16035,0,7,41.11,-80.01,13.75657412,16137,96.29601882
18229,0,599,40.87,-75.73,13.72332937,18201,8220.274295
18463,0,8,41.36,-75.4,13.72032303,18519,109.7625842
15033,0,277,40.17,-79.86,13.70758257,15102,3797.000371
18472,0,238,41.58,-75.4,13.7043287,18519,3261.63023
18012,0,17,40.81,-75.59,13.69734007,18052,232.8547811
15761,0,7,40.63,-78.89,13.68673207,15701,95.80712448
16406,0,137,41.75,-80.36,13.67955792,16335,1874.099435
18330,0,506,40.96,-75.45,13.66859548,18360,6916.309312
16057,0,526,41.07,-80.06,13.63033605,16137,7169.556763
17777,0,306,41.08,-76.86,13.62947321,17701,4170.618803
16360,0,47,41.67,-79.88,13.61546717,16335,639.9269569
17865,0,3,40.99,-76.79,13.6135564,17870,40.84066921
17814,0,191,41.19,-76.38,13.61102215,17815,2599.705231
16427,0,19,41.87,-79.97,13.59996486,16509,258.3993323
15948,0,16,40.49,-78.76,13.58184886,15901,217.3095818
17224,0,110,39.97,-77.9,13.55880998,17201,1491.469098
15313,0,14,40.07,-80.02,13.54238034,15301,189.5933248
16145,0,80,41.38,-80.08,13.52225155,16137,1081.780124
18071,0,665,40.8,-75.61,13.48368278,18104,8966.649046
18326,0,305,41.17,-75.25,13.48042461,18360,4111.529506
17266,0,23,40.09,-77.41,13.46248033,17013,309.6370476
15680,0,10,40.52,-79.5,13.44653655,15068,134.4653655
16731,0,76,41.95,-78.38,13.41227034,16701,1019.332546
15325,0,22,39.95,-79.96,13.40474011,15401,294.9042823
16664,0,53,40.18,-78.42,13.38847639,16634,709.5892487
15314,0,211,40.11,-80,13.36589951,15301,2820.204797
17372,0,198,40,-77.11,13.3494355,17325,2643.188229
18211,0,62,40.74,-75.82,13.33428431,18051,826.7256274
16224,0,32,41.05,-79.29,13.33293509,15825,426.6539228
15923,0,63,40.39,-79.15,13.32689239,15901,839.5942206
15687,0,45,40.13,-79.29,13.3003419,15650,598.5153856
15733,0,5,40.99,-78.96,13.29987608,15825,66.4993804
15320,0,218,39.89,-79.97,13.28657744,15401,2896.473881
15428,0,67,40.08,-79.68,13.27955918,15401,889.7304653
18413,0,12,41.65,-75.53,13.26932145,18519,159.2318574
18446,0,173,41.62,-75.78,13.26551478,18519,2294.934058
15473,0,95,40.08,-79.75,13.2051121,15401,1254.485649
16423,0,266,42.01,-80.34,13.20510499,16505,3512.557928
15922,0,28,40.52,-78.88,13.20487118,15901,369.7363931
17957,0,7,40.59,-76.52,13.20472857,17872,92.43309999
17756,0,572,41.2,-76.78,13.19070079,17701,7545.080853
17022,0,1604,40.15,-76.59,13.17125092,17520,21126.68647
15054,0,28,40.36,-80.4,13.16132059,15275,368.5169765
17251,0,3,40.12,-77.67,13.15171809,17201,39.45515427
17361,0,289,39.77,-76.68,13.15155619,17402,3800.799739
17509,0,163,39.91,-76.04,13.13403801,19320,2140.848196
15946,0,300,40.38,-78.67,13.12985007,15901,3938.955022
18441,0,17,41.66,-75.61,13.12261363,18519,223.0844317
17519,0,154,40.14,-76.02,13.12016656,19611,2020.50565
17309,0,73,39.86,-76.45,13.11827587,17402,957.6341383
16115,0,150,40.81,-80.42,13.10806041,16101,1966.209062
15531,0,174,40.16,-79.02,13.09210861,15901,2278.026899
15444,0,21,40.01,-79.91,13.05114425,15401,274.0740293
16311,0,3,41.47,-80.03,13.04443448,16335,39.13330344
16038,0,93,41.13,-80.01,13.04435698,16137,1213.125199
17963,0,469,40.54,-76.38,13.04116745,17901,6116.307532
16442,0,137,42,-79.8,13.0254513,16509,1784.486828
15345,0,80,40.01,-80.11,13.01230523,15301,1040.984419
16877,0,97,40.7,-78.11,13.00207986,16803,1261.201746
15004,0,33,40.34,-80.38,12.9971499,15275,428.9059467
17268,0,1734,39.75,-77.58,12.9645699,17201,22480.56421
18661,0,351,41.06,-75.77,12.91996686,18201,4534.908369
17555,0,210,40.12,-75.97,12.85580566,19320,2699.719189
15949,0,38,40.41,-79.13,12.85558727,15901,488.5123164
15938,0,143,40.42,-78.62,12.84166488,16602,1836.358078
16647,0,27,40.39,-78.11,12.81761832,16634,346.0756947
18212,0,7,40.77,-75.72,12.81401517,18051,89.69810618
16258,0,109,41.2,-79.32,12.81364718,15825,1396.687542
16125,0,659,41.4,-80.38,12.80802302,16148,8440.48717
15043,0,78,40.64,-80.49,12.78651496,15001,997.3481665
18344,0,169,41.12,-75.35,12.77475752,18360,2158.934022
17566,0,381,39.89,-76.16,12.74133974,17602,4854.45044
17578,0,178,40.23,-76.18,12.70538347,17520,2261.558257
16637,0,179,40.32,-78.45,12.6966404,16602,2272.698632
16114,0,24,41.4,-80.18,12.69122657,16137,304.5894378
17221,0,42,40.05,-77.83,12.64097927,17201,530.9211293
16041,0,76,40.99,-79.72,12.63479118,16001,960.2441296
16217,0,12,41.33,-79.17,12.63334792,15825,151.6001751
18635,0,182,41.05,-76.21,12.6127892,18202,2295.527634
15331,0,67,40.1,-80.02,12.61185428,15301,844.9942369
15448,0,4,40.14,-79.73,12.59822041,15642,50.39288166
17844,0,368,40.92,-77.04,12.54964977,17870,4618.271116
18436,0,701,41.45,-75.38,12.53557819,18519,8787.440311
18349,0,5,41.1,-75.37,12.53061504,18360,62.65307521
16417,0,471,42,-80.31,12.52763969,16505,5900.518293
17967,0,126,40.85,-76.23,12.51984948,17901,1577.501034
18324,0,422,41.09,-75,12.49716585,18360,5273.803989
17581,0,38,40.16,-76.05,12.47791282,19611,474.160687
16619,0,24,40.68,-78.42,12.46461652,16602,299.1507965
15725,0,51,40.49,-79.36,12.46445954,15650,635.6874365
19559,0,18,40.49,-76.19,12.43125615,17901,223.7626106
17532,0,123,39.86,-76.29,12.43010952,17602,1528.903471
15936,0,68,40.15,-78.91,12.41938623,15901,844.5182636
17887,0,32,41.08,-76.9,12.3741259,17701,395.9720288
17229,0,64,40.08,-78.01,12.33782505,16634,789.6208034
15087,0,14,40.19,-79.85,12.32856009,15642,172.5998413
15417,0,344,40.01,-79.89,12.24872397,15401,4213.561047
15078,0,24,40.36,-80.38,12.24132331,15275,293.7917595
17978,0,8,40.62,-76.65,12.22569971,17872,97.80559771
15447,0,3,39.94,-79.94,12.18638225,15401,36.55914674
17740,0,531,41.2,-77.26,12.16253891,17701,6458.308159
15451,0,31,39.74,-79.84,12.15968608,15401,376.9502685
15612,0,18,40.14,-79.6,12.15104026,15601,218.7187247
15681,0,289,40.48,-79.44,12.14930137,15650,3511.148095
15960,0,25,40.5,-78.85,12.14909666,15901,303.7274165
16659,0,6,40.16,-78.39,12.14229234,16634,72.85375406
15940,0,53,40.5,-78.63,12.11461321,16602,642.0745003
16240,0,93,41.02,-79.22,12.11433376,15825,1126.63304
15711,0,15,41.01,-78.96,12.09954407,15825,181.493161
15745,0,13,40.62,-78.92,12.09300023,15701,157.209003
15021,0,312,40.38,-80.39,12.08247454,15275,3769.732057
15482,0,32,40.06,-79.77,12.02541225,15401,384.813192
15479,0,44,40.15,-79.74,12.02370583,15642,529.0430566
19534,0,101,40.57,-75.89,12.02206229,19605,1214.228292
15679,0,144,40.15,-79.63,12.02170914,15601,1731.126117
16211,0,2,40.79,-79.2,12.02061385,15701,24.04122769
15764,0,2,40.99,-79.03,12.01817356,15825,24.03634713
17884,0,8,41.05,-76.67,12.00363091,17815,96.02904726
18427,0,14,41.4,-75.41,11.92811298,18519,166.9935817
19543,0,306,40.15,-75.9,11.91859656,19611,3647.090546
15759,0,53,40.77,-79.04,11.85344162,15701,628.2324058
17557,0,522,40.1,-76.09,11.84129778,17601,6181.157439
17570,0,5,40.13,-76.57,11.83625924,17520,59.18129619
18972,0,150,40.53,-75.12,11.83596575,18902,1775.394863
16246,0,2,40.79,-79.18,11.83567586,15701,23.67135172
17327,0,414,39.79,-76.73,11.82968364,17408,4897.489025
16250,0,8,40.78,-79.23,11.81267944,15701,94.50143551
16403,0,304,41.8,-80.06,11.79164398,16335,3584.659771
16055,0,401,40.73,-79.73,11.77724942,15068,4722.677016
19550,0,18,40.45,-76.25,11.74880859,17042,211.4785546
16673,0,250,40.33,-78.39,11.74162629,16602,2935.406574
18322,0,127,40.92,-75.4,11.74114362,18360,1491.12524
17861,0,6,40.77,-77.08,11.7229297,17870,70.33757822
15955,0,67,40.31,-78.69,11.7004657,15901,783.9312022
15050,0,90,40.59,-80.47,11.65267264,15001,1048.740538
17567,0,12,40.21,-76.11,11.62731735,19610,139.5278082
18977,0,179,40.28,-74.87,11.62501297,18974,2080.877322
15920,0,28,40.47,-79.05,11.61162216,15701,325.1254204
16624,0,2,40.57,-78.6,11.58396099,16602,23.16792197
17985,0,85,40.93,-76.25,11.5226966,17815,979.4292113
15460,0,3,39.81,-79.91,11.51291907,15401,34.53875721
17231,0,9,39.85,-77.84,11.50778929,17201,103.5701036
18603,0,1084,41.05,-76.24,11.50407174,17815,12470.41376
18617,0,126,41.17,-76.07,11.48829983,18702,1447.525779
15366,0,12,40.16,-79.97,11.48626607,15102,137.8351928
16141,0,61,40.83,-80.4,11.47884413,16101,700.2094918
18621,0,250,41.25,-76.1,11.47773946,18704,2869.434865
15828,0,41,41.32,-79.14,11.47517698,15825,470.4822562
15777,0,2,40.7,-78.96,11.40834021,15701,22.81668042
15439,0,2,39.74,-79.81,11.40283624,15401,22.80567248
17730,0,17,41.11,-76.88,11.39089943,17701,193.6452904
19529,0,174,40.63,-75.87,11.38277057,18051,1980.602079
17878,0,57,41.15,-76.36,11.36797982,17815,647.9748496
17517,0,706,40.23,-76.13,11.36134542,19610,8021.109869
19554,0,32,40.51,-76.1,11.34571607,19605,363.0629142
17771,0,137,41.39,-77.08,11.34387898,17701,1554.11142
19549,0,27,40.58,-76.02,11.3190543,17901,305.6144661
18921,0,10,40.53,-75.17,11.30645618,18951,113.0645618
19507,0,142,40.47,-76.29,11.29054911,17042,1603.257974
17862,0,13,40.86,-77.06,11.27064261,17870,146.5183539
18250,0,210,40.82,-75.84,11.26148388,18201,2364.911614
16120,0,71,40.85,-80.45,11.24628732,16101,798.4863994
15610,0,158,40.15,-79.42,11.2402701,15650,1775.962676
16225,0,4,41.26,-79.25,11.22971735,15825,44.91886939
17920,0,9,40.81,-76.34,11.20544488,17872,100.8490039
19567,0,338,40.36,-76.18,11.1713259,19610,3775.908155
17272,0,6,39.77,-77.62,11.15339082,17201,66.92034491
17837,0,699,40.96,-76.89,11.15192182,17870,7795.193355
15379,0,7,40.24,-80.43,11.15156908,15301,78.06098354
17535,0,76,39.98,-76.02,11.14611701,19320,847.1048929
15425,0,688,40.01,-79.58,11.1269468,15401,7655.339396
15921,0,31,40.32,-78.7,11.11130315,15901,344.4503978
17073,0,259,40.35,-76.21,11.10803593,17042,2876.981307
15736,0,12,40.69,-79.34,11.09158455,15701,133.0990146
17324,0,207,40.04,-77.18,11.08993866,17013,2295.617303
17960,0,144,40.68,-75.99,11.05393211,17901,1591.766224
17850,0,45,40.96,-76.86,11.04068134,17870,496.8306603
15747,0,73,40.78,-79.15,11.04033582,15701,805.9445147
15666,0,677,40.15,-79.54,11.03943529,15601,7473.69769
17040,0,93,40.34,-77.3,11.01091859,17013,1024.015429
16684,0,14,40.64,-78.3,11.00013567,16602,154.0018994
15430,0,7,40.04,-79.65,10.99598652,15401,76.97190567
19520,0,329,40.15,-75.83,10.99415837,19372,3617.078105
15360,0,93,40.08,-80.07,10.93753919,15301,1017.191144
18370,0,34,41.09,-75.34,10.91092167,18360,370.9713367
16693,0,168,40.46,-78.2,10.89302298,16602,1830.027861
17982,0,28,40.77,-76.04,10.87072173,17901,304.3802084
15962,0,12,40.39,-78.72,10.84939549,15901,130.1927459
19503,0,99,40.4,-75.58,10.82380002,19464,1071.556202
16853,0,61,40.94,-77.79,10.81732351,16801,659.8567338
15770,0,7,41.01,-79.14,10.81467838,15825,75.70274869
17241,0,550,40.17,-77.4,10.7840682,17013,5931.237512
17069,0,3,40.46,-76.98,10.76368625,17110,32.29105874
15476,0,8,39.87,-79.92,10.71998317,15401,85.75986536
17265,0,18,40.06,-77.76,10.70133573,17201,192.6240431
15063,0,662,40.19,-79.92,10.68958429,15102,7076.504797
15351,0,52,39.88,-79.92,10.65240095,15401,553.9248495
15863,0,19,41.01,-78.84,10.65231984,15801,202.394077
15053,0,10,40.38,-80.36,10.65102042,15275,106.5102042
16234,0,6,41.13,-79.28,10.63630231,15825,63.81781385
15783,0,2,40.6,-79.35,10.60737437,15701,21.21474874
17529,0,143,40.04,-76.1,10.60605952,17602,1516.666512
15059,0,209,40.63,-80.45,10.60582008,15001,2216.616396
17981,0,147,40.62,-76.39,10.56532432,17901,1553.102675
17921,0,349,40.78,-76.34,10.56532194,17901,3687.297358
17853,0,96,40.69,-77,10.56381031,17870,1014.12579
15684,0,54,40.46,-79.5,10.56273784,15601,570.3878434
19526,0,662,40.55,-75.98,10.56233482,19605,6992.265653
15716,0,20,40.47,-79.19,10.56202121,15701,211.2404242
18252,0,576,40.8,-75.93,10.560541,18201,6082.871615
15943,0,150,40.47,-78.83,10.54135571,15901,1581.203356
18056,0,92,40.45,-75.55,10.53853904,18103,969.5455913
15413,0,15,39.99,-79.87,10.53849594,15401,158.0774391
18618,0,217,41.37,-76.02,10.52057079,18704,2282.963861
16662,0,181,40.31,-78.32,10.51063192,16634,1902.424377
18353,0,582,40.9,-75.36,10.46923689,18360,6093.095871
15776,0,2,41.01,-79.11,10.46885108,15825,20.93770216
16155,0,3,41.07,-80.51,10.45901564,16101,31.37704693
19351,0,3,39.78,-75.89,10.43373573,19348,31.30120718
15717,0,582,40.43,-79.26,10.42399653,15650,6066.765979
15930,0,5,40.29,-78.72,10.40847654,15901,52.04238269
18214,0,139,40.79,-76.08,10.40389537,17901,1446.141457
18091,0,319,40.84,-75.29,10.4034822,18045,3318.710822
17306,0,20,39.98,-77.25,10.40330743,17325,208.0661485
15629,0,50,40.6,-79.56,10.36987412,15068,518.4937061
17976,0,296,40.82,-76.21,10.36369185,17901,3067.652789
17017,0,71,40.65,-76.87,10.36366388,17870,735.8201355
15958,0,35,40.39,-78.73,10.36347332,15901,362.7215663
15329,0,56,40.02,-80.25,10.36278437,15301,580.3159249
16314,0,233,41.51,-80.04,10.36077687,16335,2414.06101
17225,0,809,39.79,-77.72,10.35115217,17201,8374.082106
18079,0,24,40.74,-75.66,10.35025188,18051,248.4060451
17560,0,250,39.9,-76.23,10.34918604,17602,2587.29651
18953,0,10,40.53,-75.19,10.3377463,18015,103.377463
18038,0,163,40.78,-75.51,10.33591501,18109,1684.754146
17257,0,1398,40.04,-77.52,10.25670667,17201,14338.87593
19360,0,5,39.77,-75.88,10.25444215,19348,51.27221075
17522,0,1537,40.18,-76.18,10.2473611,17601,15750.19401
15324,0,56,40.1,-80.07,10.21631144,15301,572.1134407
15673,0,72,40.59,-79.56,10.20864349,15068,735.0223315
15470,0,45,39.87,-79.53,10.19309433,15401,458.6892448
15461,0,144,39.84,-79.9,10.17256363,15401,1464.849162
16745,0,4,41.92,-78.45,10.17236034,16701,40.68944137
15486,0,90,40.03,-79.66,10.17078848,15401,915.3709636
16153,0,60,41.33,-80.1,10.1699785,16137,610.1987102
18080,0,646,40.75,-75.61,10.16144237,18104,6564.291774
17968,0,18,40.64,-76.61,10.16105192,17872,182.8989346
17946,0,9,40.81,-76.26,10.16066139,17901,91.44595247
16689,0,22,40.08,-78.08,10.15673643,16634,223.4482014
15784,0,11,41.02,-79.14,10.15609945,15825,111.717094
16111,0,14,41.53,-80.27,10.14893902,16335,142.0851463
17264,0,93,40.19,-77.98,10.14644019,16634,943.6189381
16726,0,19,41.82,-78.58,10.14563554,16701,192.7670753
15442,0,108,40.01,-79.83,10.13222236,15401,1094.280015
17039,0,2,40.29,-76.24,10.11358558,17042,20.22717116
18420,0,14,41.6,-75.71,10.11280832,18519,141.5793164
17087,0,99,40.44,-76.28,10.10756443,17042,1000.648879
15682,0,3,40.68,-79.64,10.10003818,15068,30.30011453
15613,0,660,40.58,-79.56,10.09211272,15068,6660.794393
15779,0,20,40.39,-79.22,10.09001963,15650,201.8003925
15734,0,11,40.72,-79.01,10.08539778,15701,110.9393756
17534,0,15,40.04,-76.11,10.07575675,17602,151.1363513
16695,0,38,40.22,-78.36,10.07360795,16634,382.7971021
17020,0,640,40.41,-77.04,10.0615751,17110,6439.408067
16136,0,57,40.83,-80.32,10.0487891,16063,572.7809788
18070,0,56,40.43,-75.53,10.01811945,18951,561.0146891
18240,0,277,40.86,-75.82,10.01202891,18201,2773.332009
19352,0,371,39.78,-75.88,9.947563059,19348,3690.545895
17562,0,118,40,-76.12,9.939073601,17602,1172.810685
15340,0,50,40.3,-80.32,9.917073612,15301,495.8536806
18302,0,837,41.11,-75.11,9.896643483,18360,8283.490596
19470,0,18,40.14,-75.8,9.88920988,19372,178.0057778
15688,0,32,40.17,-79.58,9.888356969,15601,316.427423
17032,0,369,40.46,-76.93,9.887603614,17110,3648.525733
18088,0,497,40.75,-75.59,9.886145116,18104,4913.414123
16630,0,227,40.46,-78.58,9.877260146,16602,2242.138053
16327,0,102,41.63,-79.95,9.861279351,16335,1005.850494
17948,0,249,40.85,-76.12,9.853196429,18202,2453.445911
16622,0,8,40.33,-78.07,9.822694605,16634,78.58155684
18419,0,205,41.56,-75.78,9.8174846,18508,2012.584343
17868,0,21,40.96,-76.63,9.809441669,17815,205.9982751
15750,0,17,40.48,-79.18,9.788239409,15701,166.4000699
15475,0,46,39.96,-79.88,9.775401214,15401,449.6684558
17527,0,186,40.01,-75.99,9.773411539,19320,1817.854546
17247,0,2,39.8,-77.58,9.710445108,17201,19.42089022
15641,0,39,40.63,-79.59,9.703233893,15068,378.4261218
19504,0,245,40.38,-75.57,9.70175546,19464,2376.930088
15690,0,587,40.59,-79.57,9.694025287,15068,5690.392843
16140,0,3,41.09,-80.51,9.685452865,16148,29.0563586
17565,0,132,39.9,-76.31,9.67364706,17602,1276.921412
15410,0,41,39.91,-79.9,9.663963857,15401,396.2225181
16623,0,17,40.29,-78.02,9.6619761,16634,164.2535937
16061,0,105,41,-79.89,9.660680203,16001,1014.371421
16051,0,113,40.92,-80.14,9.66054576,16063,1091.641671
17983,0,73,40.64,-76.55,9.660310626,17872,705.2026757
15961,0,33,40.47,-78.91,9.659790631,15901,318.7730908
17304,0,189,39.97,-77.23,9.658953972,17325,1825.542301
17365,0,174,40.05,-76.94,9.654480126,17404,1679.879542
15323,0,175,40.12,-80.41,9.639733473,15301,1686.953358
17952,0,32,40.76,-76.06,9.622720819,17901,307.9270662
16025,0,173,40.94,-79.74,9.599749931,16001,1660.756738
18355,0,61,41.07,-75.33,9.596837149,18360,585.4070661
15437,0,96,39.78,-79.61,9.582575206,15401,919.9272198
19330,0,215,39.87,-75.92,9.578003853,19320,2059.270828
16828,0,240,40.84,-77.68,9.556783395,16801,2293.628015
19523,0,7,40.2,-75.85,9.549056915,19611,66.84339841
18625,0,23,41.51,-75.85,9.544670431,18504,219.5274199
15010,0,1573,40.76,-80.32,9.543199833,16063,15011.45334
17842,0,438,40.78,-77.04,9.540398483,17870,4178.694536
16823,0,1606,40.91,-77.76,9.529148471,16801,15303.81244
18232,0,282,40.83,-75.88,9.527794879,18201,2686.838156
17720,0,5,41.18,-77.2,9.508023963,17701,47.54011981
18218,0,131,40.82,-75.91,9.504964805,18201,1245.150389
18440,0,6,41.56,-75.77,9.496995886,18508,56.98197532
16421,0,136,42.17,-79.93,9.465365401,16509,1287.289695
18930,0,160,40.53,-75.21,9.382800841,18015,1501.248135
15727,0,17,40.56,-79.31,9.379436371,15701,159.4504183
15685,0,11,40.18,-79.49,9.351014726,15601,102.861162
18053,0,110,40.72,-75.71,9.347111856,18051,1028.182304
15420,0,11,39.96,-79.87,9.317260018,15401,102.4898602
17752,0,228,41.17,-76.87,9.310642415,17701,2122.826471
19478,0,2,40.27,-75.46,9.298366334,19403,18.59673267
15067,0,96,40.2,-79.95,9.297014618,15102,892.5134033
17507,0,9,40.2,-76.02,9.297014618,19611,83.67313156
15361,0,8,40.33,-80.26,9.293497332,15275,74.34797866
18407,0,1037,41.57,-75.5,9.293215751,18519,9637.064734
17935,0,103,40.79,-76.28,9.284279416,17901,956.2807799
15658,0,403,40.24,-79.23,9.282612397,15650,3740.892796
