Zipcode,Dispensary Count,Patient Count,Latitude,Longitude,Nearest Disp Distance,Nearest Disp Zipcode,Patient Miles
18957,0,2,40.29,-75.45,9.277646053,18960,18.55529211
17322,0,339,39.85,-76.56,9.264378124,17402,3140.624184
19344,0,675,40.09,-75.91,9.258754239,19320,6249.659112
15656,0,593,40.63,-79.6,9.250756375,15068,5485.69853
19536,0,41,40.48,-75.76,9.237049723,18051,378.7190386
17949,0,17,40.8,-76.24,9.212749474,17901,156.6167411
18054,0,307,40.33,-75.47,9.21046527,18960,2827.612838
19506,0,341,40.43,-76.11,9.201424555,19605,3137.685773
15019,0,64,40.42,-80.35,9.198839176,15275,588.7257073
17936,0,33,40.75,-76.34,9.192962523,17901,303.3677632
16127,0,481,41.15,-80.08,9.191583245,16137,4421.151541
19346,0,2,39.79,-75.87,9.185048789,19348,18.37009758
16023,0,196,40.78,-79.75,9.183345057,16001,1799.935631
16117,0,961,40.86,-80.28,9.183345057,16063,8825.1946
17888,0,14,40.81,-76.38,9.15212678,17872,128.1297749
18352,0,20,41.01,-75.36,9.126032226,18360,182.5206445
17246,0,12,40.06,-77.68,9.109359804,17201,109.3123176
17323,0,25,40.08,-77.03,9.108980234,17055,227.7245058
16638,0,8,40.34,-78.2,9.10865098,16634,72.86920784
16440,0,42,41.77,-80.11,9.105013217,16335,382.4105551
15089,0,318,40.2,-79.76,9.068809065,15642,2883.881283
15937,0,43,40.21,-78.98,9.06859989,15901,389.9497953
19564,0,2,40.52,-75.87,9.064622276,19605,18.12924455
16229,0,242,40.68,-79.68,9.061267943,15068,2192.826842
17938,0,86,40.66,-76.48,9.059169322,17872,779.0885617
17941,0,23,40.66,-76.62,9.059169322,17872,208.3608944
17846,0,184,41.12,-76.52,9.052021923,17815,1665.572034
16422,0,19,41.67,-80.31,9.039200068,16335,171.7448013
17943,0,8,40.76,-76.38,9.024428485,17872,72.19542788
18041,0,422,40.42,-75.51,8.990760033,18951,3794.100734
17934,0,26,40.8,-76.21,8.985670404,17901,233.6274305
18920,0,27,40.49,-75.08,8.9853305,18902,242.6039235
17090,0,313,40.33,-77.19,8.985155312,17013,2812.353613
16143,0,93,41.09,-80.45,8.980488281,16101,835.1854101
19551,0,288,40.34,-76.14,8.975518836,19610,2584.949425
15823,0,70,41.27,-78.73,8.971061147,15801,627.9742803
15077,0,17,40.62,-80.42,8.9655639,15001,152.4145863
17945,0,13,40.79,-76.38,8.942936893,17872,116.2581796
19310,0,141,39.94,-75.97,8.931795728,19320,1259.383198
16415,0,521,42.03,-80.25,8.923232642,16505,4649.004206
15944,0,101,40.37,-79.07,8.885781375,15901,897.4639189
19547,0,243,40.37,-75.76,8.885781375,19602,2159.244874
16650,0,126,40.12,-78.29,8.882971364,16634,1119.254392
17261,0,12,39.86,-77.51,8.869980803,17201,106.4397696
18035,0,2,40.75,-75.54,8.859664236,18052,17.71932847
18220,0,18,40.84,-76.06,8.85642519,18202,159.4156534
18072,0,376,40.86,-75.25,8.856116459,18360,3329.899789
17512,0,1203,40.03,-76.49,8.854618679,17520,10652.10627
16441,0,478,41.94,-79.98,8.839384985,16509,4225.226023
17569,0,279,40.27,-76.11,8.832857484,19610,2464.367238
17821,0,1006,40.96,-76.61,8.810718394,17815,8863.582704
17867,0,5,40.71,-76.69,8.792741238,17872,43.96370619
15752,0,2,40.54,-79.28,8.78898796,15701,17.57797592
17925,0,14,40.75,-76.07,8.778754097,17901,122.9025574
15443,0,8,39.92,-79.88,8.749883135,15401,69.99906508
18444,0,709,41.33,-75.52,8.735738308,18505,6193.638461
16316,0,267,41.6,-80.3,8.733549916,16335,2331.857828
15455,0,4,40,-79.64,8.69739097,15401,34.78956388
17550,0,33,40.07,-76.58,8.695355683,17402,286.9467376
17244,0,85,40.05,-77.6,8.694048676,17201,738.9941374
17353,0,187,39.88,-77.38,8.690012353,17325,1625.03231
18092,0,136,40.47,-75.52,8.688397288,18103,1181.622031
15066,0,762,40.73,-80.3,8.68692859,15001,6619.439586
15866,0,12,41.02,-78.78,8.682619572,15801,104.1914349
16636,0,29,40.6,-78.5,8.678297269,16602,251.6706208
16056,0,291,40.75,-79.81,8.672292809,16001,2523.637207
16112,0,68,40.96,-80.5,8.620098694,16101,586.1667112
15851,0,458,41.09,-78.88,8.554888615,15801,3918.138986
15311,0,47,40.05,-80.2,8.546278043,15301,401.675068
15350,0,44,40.29,-80.2,8.545521096,15301,376.0029282
15860,0,73,41.28,-79.12,8.539253964,15825,623.3655394
17237,0,117,39.84,-77.54,8.528618095,17201,997.8483171
15765,0,52,40.6,-78.99,8.526201115,15701,443.362458
17547,0,620,40.05,-76.55,8.521719334,17402,5283.465987
17501,0,236,40.16,-76.2,8.515385913,17601,2009.631075
18241,0,30,40.94,-76.16,8.483989585,18202,254.5196875
18084,0,18,40.31,-75.5,8.477660237,19464,152.5978843
18979,0,2,40.3,-75.44,8.472919771,18960,16.94583954
18076,0,188,40.37,-75.48,8.46627628,18951,1591.659941
17253,0,10,40.21,-78.01,8.463739664,16634,84.63739664
15321,0,114,40.32,-80.19,8.450041268,15102,963.3047046
15639,0,95,40.2,-79.61,8.443691288,15601,802.1506724
18086,0,6,40.74,-75.55,8.433916908,18052,50.60350145
18332,0,164,41.09,-75.26,8.42593538,18360,1381.853402
18372,0,149,41.04,-75.33,8.40804848,18360,1252.799223
19544,0,5,40.42,-76.3,8.400120647,17042,42.00060323
18074,0,290,40.32,-75.51,8.397195298,19464,2435.186636
18958,0,3,40.29,-75.43,8.393901348,18960,25.18170404
16132,0,19,41,-80.5,8.393712961,16101,159.4805463
18627,0,2,41.32,-76.02,8.381122446,18704,16.76224489
15963,0,432,40.23,-78.82,8.380037111,15901,3620.176032
19501,0,66,40.24,-76.06,8.379649266,19610,553.0568516
18073,0,604,40.39,-75.49,8.378979422,18951,5060.903571
15026,0,207,40.51,-80.34,8.369161973,15001,1732.416528
17855,0,61,40.88,-76.98,8.367843254,17870,510.4384385
15052,0,144,40.65,-80.4,8.354639169,15001,1203.06804
15953,0,3,40.21,-78.89,8.346835138,15901,25.04050541
15731,0,5,40.5,-79.17,8.346676177,15701,41.73338088
16052,0,103,40.9,-80.04,8.326856926,16001,857.6662634
15849,0,88,41.21,-78.6,8.32341925,15801,732.460894
16142,0,142,41.11,-80.33,8.297217445,16101,1178.204877
18013,0,871,40.86,-75.2,8.297095181,18360,7226.769902
19505,0,187,40.37,-75.63,8.296522685,19464,1551.449742
16657,0,68,40.33,-78.18,8.296485217,16634,564.1609948
16691,0,28,40.09,-78.18,8.296372872,16634,232.2984404
17316,0,441,39.93,-76.97,8.296111072,17331,3658.584983
17810,0,56,41.11,-77.03,8.280929027,17701,463.7320255
15695,0,20,40.2,-79.69,8.279619516,15642,165.5923903
15454,0,4,39.86,-79.87,8.237935976,15401,32.95174391
17516,0,231,39.93,-76.36,8.230282065,17602,1901.195157
17370,0,388,40.11,-76.71,8.229109088,17404,3192.894326
19492,0,51,40.28,-75.49,8.194087029,19464,417.8984385
17502,0,121,40.09,-76.67,8.165518403,17404,988.0277268
17033,0,866,40.28,-76.64,8.160505726,17003,7066.997959
15774,0,107,40.65,-79.3,8.152172041,15701,872.2824084
16613,0,67,40.55,-78.54,8.13877557,16602,545.2979632
18631,0,65,41.03,-76.3,8.108807687,17815,527.0724997
19473,0,1025,40.25,-75.46,8.094356665,19403,8296.715582
19511,0,4,40.49,-75.74,8.083630314,18051,32.33452126
18077,0,123,40.59,-75.19,8.080468762,18045,993.8976577
17368,0,513,40.02,-76.53,8.045634016,17402,4127.41025
17582,0,117,39.98,-76.43,8.043915809,17602,941.1381497
17342,0,12,39.85,-76.71,8.040769189,17402,96.48923027
15431,0,142,39.97,-79.61,8.03748722,15401,1141.323185
18068,0,9,40.48,-75.52,8.033492341,18103,72.30143107
16641,0,168,40.48,-78.55,8.021603439,16602,1347.629378
15954,0,94,40.41,-79.02,8.010500333,15901,752.9870313
15060,0,59,40.37,-80.29,8.008038877,15275,472.4742938
17252,0,162,39.92,-77.8,7.997706523,17201,1295.628457
17922,0,274,40.59,-76.09,7.9944771,17901,2190.486725
17552,0,1083,40.11,-76.5,7.976881298,17520,8638.962446
15365,0,3,40.16,-80.39,7.9699222,15301,23.9097666
18256,0,12,40.94,-76.15,7.968226329,18202,95.61871595
18354,0,62,40.92,-75.32,7.96250694,18360,493.6754303
16870,0,393,40.79,-78.05,7.896329963,16803,3103.257675
18255,0,293,40.94,-75.82,7.878668176,18201,2308.449775
18643,0,894,41.37,-75.84,7.87116539,18704,7036.821859
15728,0,126,40.66,-79.01,7.859343402,15701,990.2772687
17303,0,36,39.93,-77.3,7.838595404,17325,282.1894346
15422,0,13,39.98,-79.81,7.836133304,15401,101.8697329
19067,0,2350,40.2,-74.78,7.831943822,19007,18405.06798
16617,0,147,40.6,-78.33,7.822058924,16602,1149.842662
18660,0,185,41.06,-76.07,7.810648052,18202,1444.96989
18063,0,25,40.78,-75.18,7.802712557,18045,195.0678139
18335,0,14,41.07,-75.1,7.790524476,18360,109.0673427
15378,0,5,40.28,-80.27,7.753670657,15301,38.76835328
16665,0,12,40.39,-78.43,7.75290311,16602,93.03483732
17931,0,279,40.78,-76.23,7.751924724,17901,2162.786998
16844,0,149,40.91,-77.93,7.751469923,16803,1154.969019
17329,0,138,39.76,-76.85,7.731728777,17331,1066.978571
17320,0,525,39.78,-77.36,7.72994084,17325,4058.218941
15435,0,28,39.94,-79.85,7.720095569,15401,216.1626759
17572,0,90,40.01,-76.16,7.708935346,17602,693.8041812
16835,0,20,40.91,-77.88,7.662424134,16803,153.2484827
16156,0,111,41.11,-80.25,7.662161365,16137,850.4999115
15037,0,547,40.27,-79.88,7.639909841,15236,4179.030683
15848,0,22,41.03,-78.74,7.608674702,15801,167.3908434
16157,0,221,40.88,-80.33,7.608558424,16101,1681.491412
15698,0,35,40.21,-79.68,7.608040265,15642,266.2814093
17579,0,282,39.98,-76.18,7.593937724,17602,2141.490438
18942,0,174,40.46,-75.15,7.590948335,18902,1320.82501
17026,0,168,40.45,-76.42,7.58982891,17042,1275.091257
18245,0,8,40.85,-76.03,7.581895488,18201,60.65516391
15824,0,241,41.24,-78.79,7.576521421,15801,1825.941662
18615,0,103,41.46,-75.84,7.558696605,18504,778.5457503
19508,0,1027,40.26,-75.81,7.556526539,19602,7760.552756
19530,0,637,40.52,-75.77,7.539503243,18051,4802.663565
15478,0,278,39.8,-79.8,7.526994371,15401,2092.504435
15020,0,11,40.23,-79.95,7.512339728,15102,82.63573701
15864,0,142,41.1,-79.2,7.506350913,15825,1065.90183
15865,0,94,41.05,-78.81,7.484210859,15801,703.5158207
17311,0,9,39.82,-76.84,7.480470072,17331,67.32423064
15458,0,47,39.88,-79.86,7.472941556,15401,351.2282531
17317,0,19,39.97,-76.52,7.464324021,17402,141.8221564
18940,0,1496,40.22,-74.93,7.437301478,18974,11126.20301
17057,0,1686,40.19,-76.7,7.409924829,17113,12493.13326
17088,0,46,40.3,-76.29,7.39961646,17042,340.3823571
17360,0,353,39.85,-76.76,7.393169955,17408,2609.788994
15951,0,25,40.33,-78.77,7.392695342,15901,184.8173836
18938,0,734,40.36,-74.95,7.389420976,18902,5423.834996
17864,0,71,40.7,-76.91,7.382282914,17870,524.1420869
18039,0,11,40.55,-75.24,7.376109668,18015,81.13720635
17851,0,708,40.79,-76.41,7.375166984,17872,5221.618225
16034,0,72,40.85,-79.75,7.367486519,16001,530.4590293
18634,0,984,41.2,-76,7.314485303,18702,7197.453538
16685,0,14,40.29,-78.08,7.28742487,16634,102.0239482
17568,0,5,39.95,-76.23,7.235673267,17602,36.17836633
15632,0,472,40.41,-79.62,7.225705634,15642,3410.533059
15132,0,1058,40.33,-79.83,7.225435737,15146,7644.511009
15134,0,6,40.33,-79.83,7.225435737,15146,43.35261442
19516,0,7,40.49,-76.01,7.223545728,19605,50.56482009
15674,0,16,40.21,-79.5,7.216385639,15601,115.4621702
15640,0,17,40.22,-79.73,7.216305863,15642,122.6771997
17857,0,536,40.89,-76.79,7.212721716,17870,3866.01884
16729,0,23,41.96,-78.5,7.211861887,16701,165.8728234
19522,0,812,40.45,-75.82,7.207072904,19605,5852.143198
18433,0,434,41.57,-75.58,7.206292276,18519,3127.530848
19425,0,835,40.1,-75.64,7.190724884,19460,6004.255278
17340,0,639,39.74,-77.08,7.18766351,17331,4592.916983
17953,0,30,40.72,-76.08,7.184884834,17901,215.546545
16744,0,8,41.87,-78.57,7.1835792,16701,57.4686336
15952,0,48,40.3,-78.78,7.171388326,15901,344.2266396
18242,0,8,40.91,-76.12,7.165076478,18202,57.32061183
15468,0,87,39.95,-79.83,7.161217211,15401,623.0258974
15038,0,6,40.25,-79.93,7.158744952,15102,42.95246971
18248,0,44,40.9,-76.11,7.091024341,18202,312.005071
15480,0,68,39.99,-79.75,7.080870773,15401,481.4992126
17019,0,1033,40.11,-77.03,7.079977961,17055,7313.617234
17339,0,393,40.13,-76.86,7.07989673,17113,2782.399415
15626,0,306,40.41,-79.57,7.079165171,15601,2166.224542
18602,0,23,41.18,-75.76,7.071371579,18702,162.6415463
16511,0,655,42.17,-79.99,7.052157873,16508,4619.163406
17540,0,463,40.09,-76.18,7.026731684,17601,3253.37677
15928,0,61,40.23,-78.93,6.980182355,15901,425.7911236
19539,0,171,40.49,-75.68,6.979876558,18051,1193.558891
16124,0,54,41.32,-80.25,6.979015654,16137,376.8668453
16154,0,108,41.32,-80.42,6.979015654,16148,753.7336906
16732,0,6,41.86,-78.62,6.978258415,16701,41.86955049
15317,0,2512,40.26,-80.18,6.973673776,15301,17517.86852
15672,0,160,40.22,-79.6,6.972659944,15601,1115.625591
19472,0,9,40.34,-75.58,6.972051426,19464,62.74846284
19347,0,4,39.76,-75.79,6.970438211,19348,27.88175284
15031,0,30,40.35,-80.16,6.970021863,15205,209.1006559
18011,0,309,40.5,-75.6,6.966974178,18051,2152.795021
18065,0,4,40.7,-75.61,6.964736701,18104,27.85894681
17860,0,95,40.87,-76.61,6.961274687,17872,661.3210953
15088,0,31,40.27,-79.9,6.951560188,15236,215.4983658
15421,0,26,39.85,-79.6,6.950738123,15401,180.7191912
16865,0,106,40.72,-77.98,6.934812069,16803,735.0900793
18343,0,133,40.9,-75.11,6.928089752,18360,921.435937
15730,0,5,41.06,-79.09,6.920411194,15825,34.60205597
17889,0,124,40.9,-76.87,6.920255021,17870,858.1116226
17307,0,334,39.93,-77.24,6.919674518,17325,2311.171289
17979,0,3,40.57,-76.2,6.900113972,17901,20.70034192
18062,0,1415,40.51,-75.55,6.900042069,18104,9763.559527
16027,0,17,40.82,-80.02,6.871167983,16063,116.8098557
18653,0,3,41.39,-75.82,6.818247313,18504,20.45474194
17310,0,8,39.88,-77.34,6.790531833,17325,54.32425467
15018,0,41,40.27,-79.8,6.758373421,15642,277.0933103
15934,0,4,40.28,-78.8,6.757639748,15901,27.03055899
15935,0,106,40.24,-78.96,6.748411416,15901,715.3316101
18059,0,86,40.72,-75.53,6.742844798,18052,579.8846526
15713,0,18,40.57,-79.26,6.736309607,15701,121.2535729
15083,0,60,40.26,-79.79,6.71228446,15642,402.7370676
15025,0,889,40.29,-79.88,6.7104584,15236,5965.597518
16426,0,256,41.99,-80.13,6.692661877,16509,1713.321441
15956,0,132,40.36,-78.79,6.664780658,15901,879.7510469
17067,0,659,40.37,-76.3,6.663892418,17042,4391.505104
19350,0,482,39.76,-75.78,6.658763804,19348,3209.524154
18640,0,1359,41.32,-75.78,6.650978748,18704,9038.680118
19435,0,9,40.33,-75.57,6.644323026,19464,59.79890723
18414,0,342,41.53,-75.73,6.608652047,18508,2260.159
16116,0,104,41.02,-80.46,6.605791437,16101,687.0023095
15488,0,7,39.98,-79.76,6.562739749,15401,45.93917824
19562,0,179,40.5,-75.7,6.557241666,18051,1173.746258
15133,0,425,40.33,-79.86,6.484201943,15236,2755.785826
19342,0,825,39.89,-75.5,6.463198965,19382,5332.139146
15660,0,13,40.25,-79.77,6.418425693,15642,83.43953401
19541,0,229,40.47,-76.02,6.412360835,19605,1468.430631
17064,0,53,40.24,-76.47,6.408880565,17003,339.6706699
15829,0,50,41.18,-79.2,6.40775402,15825,320.387701
15074,0,623,40.7,-80.28,6.407126628,15001,3991.639889
17505,0,42,40.05,-76.18,6.400466786,17602,268.819605
19060,0,437,39.84,-75.49,6.382189754,19013,2789.016922
19450,0,19,40.25,-75.4,6.381945254,19446,121.2569598
18612,0,790,41.33,-75.96,6.377379579,18704,5038.129868
15135,0,262,40.31,-79.81,6.375444624,15642,1670.366491
19535,0,8,40.34,-75.8,6.37358558,19602,50.98868464
18946,0,8,40.29,-75.01,6.36626281,18974,50.93010248
19341,0,1227,40.03,-75.63,6.364566081,19355,7809.322581
19421,0,19,40.13,-75.63,6.355262217,19460,120.7499821
17923,0,28,40.66,-76.32,6.342801182,17901,177.5984331
17840,0,15,40.77,-76.43,6.332493656,17872,94.98740485
17508,0,45,40.12,-76.21,6.322788663,17601,284.5254898
17065,0,321,40.11,-77.18,6.299226657,17013,2022.051757
18950,0,14,40.45,-75.07,6.298838838,18902,88.18374373
19555,0,226,40.49,-75.96,6.298776732,19605,1423.523541
16738,0,54,41.87,-78.66,6.296485151,16701,340.0101982
17881,0,81,40.78,-76.67,6.294314378,17872,509.8394646
17744,0,129,41.24,-77.15,6.289141098,17701,811.2992017
17823,0,58,40.75,-76.76,6.27856905,17870,364.1570049
16053,0,223,40.8,-79.98,6.276410881,16001,1399.639626
18351,0,8,40.92,-75.1,6.270071172,18360,50.16056938
16133,0,40,41.27,-80.13,6.247724897,16137,249.9089959
17830,0,74,40.71,-76.85,6.232376539,17870,461.1958639
19545,0,18,40.34,-75.63,6.23218647,19464,112.1793565
19343,0,527,40.09,-75.77,6.232083408,19372,3284.307956
15748,0,254,40.53,-79.15,6.210054038,15701,1577.353726
19039,0,7,39.9,-75.5,6.199676894,19382,43.39773826
17036,0,1268,40.26,-76.71,6.170778475,17109,7824.547107
16629,0,2,40.53,-78.51,6.151402013,16602,12.30280403
17407,0,102,39.88,-76.71,6.125290343,17402,624.779615
15689,0,5,40.23,-79.49,6.119718819,15601,30.59859409
15064,0,34,40.36,-80.15,6.117645056,15205,207.9999319
15057,0,867,40.37,-80.23,6.11748544,15275,5303.859877
15009,0,754,40.69,-80.3,6.113650655,15001,4609.692594
15676,0,28,40.24,-79.47,6.083752035,15601,170.345057
18642,0,294,41.36,-75.77,6.047160582,18504,1777.865211
16727,0,12,41.99,-78.53,6.031650462,16701,72.37980555
19390,0,532,39.82,-75.82,6.011684867,19348,3198.216349
17343,0,7,39.87,-77.33,5.991156976,17325,41.93809883
15143,0,1005,40.57,-80.15,5.940307213,15001,5970.008749
19052,0,6,39.9,-75.45,5.934914945,19013,35.60948967
17554,0,475,40.04,-76.43,5.926152285,17520,2814.922335
18910,0,14,40.42,-75.17,5.912082158,18902,82.76915021
17319,0,695,40.15,-76.79,5.911570998,17113,4108.541844
15363,0,51,40.25,-80.2,5.911366257,15301,301.4796791
15909,0,236,40.41,-78.87,5.909727184,15901,1394.695615
15131,0,459,40.34,-79.8,5.909624675,15146,2712.517726
17964,0,18,40.7,-76.51,5.905929234,17872,106.3067262
18066,0,316,40.65,-75.74,5.901931976,18051,1865.010504
19017,0,5,39.89,-75.46,5.898737344,19013,29.49368672
19331,0,4,39.88,-75.52,5.896496658,19382,23.58598663
17801,0,1111,40.86,-76.78,5.892637664,17870,6546.720445
18224,0,403,41.01,-75.89,5.885983451,18201,2372.051331
18943,0,8,40.26,-74.98,5.87795649,18974,47.02365192
19353,0,3,40.04,-75.62,5.874416602,19355,17.62324981
15942,0,73,40.38,-78.82,5.871190694,15901,428.5969206
15330,0,273,40.18,-80.13,5.86255522,15301,1600.477575
15047,0,32,40.31,-79.8,5.850659515,15642,187.2211045
19565,0,540,40.33,-76.08,5.848957331,19610,3158.436959
18321,0,90,41.03,-75.28,5.834324919,18360,525.0892427
15449,0,28,39.96,-79.78,5.786364765,15401,162.0182134
17356,0,1626,39.89,-76.6,5.786364765,17402,9408.629108
16510,0,1378,42.11,-79.95,5.772283764,16509,7954.207026
17754,0,593,41.24,-76.92,5.77163918,17701,3422.582034
15342,0,335,40.25,-80.21,5.743299143,15301,1924.005213
15670,0,177,40.39,-79.41,5.74252525,15650,1016.426969
18707,0,903,41.16,-75.9,5.737811278,18702,5181.243584
19365,0,467,39.95,-75.91,5.69805291,19320,2660.990709
19438,0,1382,40.27,-75.38,5.677135073,19446,7845.800671
15045,0,261,40.32,-79.88,5.671344467,15236,1480.220906
16039,0,6,40.83,-79.79,5.634225923,16001,33.80535554
15489,0,11,39.97,-79.7,5.620730941,15401,61.82804035
15616,0,5,40.23,-79.56,5.620055679,15601,28.1002784
15663,0,20,40.24,-79.67,5.620035796,15642,112.4007159
17038,0,470,40.41,-76.48,5.619856793,17003,2641.332693
16635,0,634,40.42,-78.42,5.619677691,16602,3562.875656
18036,0,734,40.51,-75.39,5.619498491,18015,4124.711892
15065,0,641,40.64,-79.73,5.619398894,15068,3602.034691
15015,0,50,40.63,-80.08,5.619259409,16066,280.9629704
17347,0,468,40.06,-76.7,5.560622922,17404,2602.371527
17521,0,3,40.16,-76.42,5.557054173,17520,16.67116252
15110,0,174,40.37,-79.85,5.547396094,15217,965.2469203
17824,0,214,40.86,-76.54,5.545117003,17872,1186.655039
16059,0,487,40.71,-79.93,5.545085308,15044,2700.456545
15723,0,4,40.7,-79.16,5.545083196,15701,22.18033278
15090,0,1123,40.63,-80.05,5.545068416,15237,6227.111831
19512,0,1059,40.33,-75.63,5.545005155,19464,5872.160459
15856,0,32,41.08,-78.66,5.521846886,15801,176.6991004
17728,0,243,41.31,-77.03,5.520715542,17701,1341.533877
17235,0,6,39.86,-77.7,5.512178229,17201,33.07306937
17362,0,745,39.88,-76.86,5.511820538,17408,4106.306301
15847,0,14,41.09,-79.03,5.490056704,15825,76.86079385
15668,0,601,40.46,-79.67,5.48905881,15146,3298.924345
15465,0,7,39.94,-79.64,5.473924584,15401,38.31747209
17366,0,331,39.91,-76.58,5.472972106,17402,1811.553767
17010,0,2,40.28,-76.58,5.45529945,17003,10.9105989
17028,0,212,40.39,-76.68,5.454061847,17112,1156.261112
17961,0,321,40.65,-76.1,5.432886415,17901,1743.956539
18251,0,6,41.01,-76.08,5.422568702,18202,32.53541221
19063,0,2031,39.92,-75.42,5.357312253,19070,10880.70119
19518,0,994,40.26,-75.74,5.331174455,19464,5299.187408
15028,0,9,40.31,-79.79,5.326542863,15642,47.93888577
18917,0,144,40.37,-75.2,5.32267885,18960,766.4657543
17576,0,14,40.04,-76.2,5.303030598,17602,74.24242837
15032,0,5,40.64,-79.84,5.301744933,15044,26.50872466
15697,0,232,40.24,-79.58,5.272143932,15601,1223.137392
19525,0,993,40.32,-75.6,5.272026743,19464,5235.122555
18925,0,281,40.29,-75.05,5.271557888,18902,1481.307767
17077,0,13,40.4,-76.54,5.27108888,17003,68.52415544
15076,0,82,40.61,-79.84,5.268624102,15238,432.0271764
17933,0,16,40.6,-76.24,5.267919125,17901,84.286706
17859,0,155,41.07,-76.41,5.263210975,17815,815.7977012
16159,0,149,41.15,-80.48,5.261441813,16148,783.9548302
18471,0,21,41.52,-75.7,5.257897852,18508,110.4158549
18980,0,15,40.27,-75.01,5.215618656,18974,78.23427985
18078,0,325,40.67,-75.61,5.204465022,18104,1691.451132
17078,0,1472,40.3,-76.59,5.184625511,17003,7631.768753
18641,0,435,41.34,-75.72,5.183984747,18505,2255.033365
18081,0,18,40.56,-75.28,5.16790754,18015,93.02233573
17832,0,26,40.81,-76.46,5.153699817,17872,133.9961952
18403,0,486,41.5,-75.53,5.108776344,18519,2482.865303
15436,0,109,39.82,-79.75,5.086073937,15401,554.3820591
19054,0,889,40.17,-74.82,5.084260986,19007,4519.908017
15332,0,420,40.25,-80,5.083288192,15102,2134.981041
15082,0,17,40.38,-80.21,5.082444243,15275,86.40155214
17350,0,930,39.86,-77.05,5.075625684,17331,4720.331886
17007,0,297,40.15,-77.13,5.062264859,17013,1503.492663
15624,0,15,40.36,-79.47,5.055955355,15601,75.83933033
15623,0,48,40.37,-79.62,5.055560548,15642,242.6669063
16674,0,32,40.17,-78.09,5.053312379,16634,161.7059961
17930,0,28,40.71,-76.12,5.027298579,17901,140.7643602
17827,0,59,40.76,-76.94,5.02259389,17870,296.3330395
18708,0,554,41.31,-75.95,5.018210948,18704,2780.088865
17222,0,602,39.91,-77.56,4.976219431,17201,2995.684098
18963,0,13,40.38,-75,4.946046996,18902,64.29861095
19317,0,506,39.86,-75.59,4.94504356,19382,2502.192041
17313,0,774,39.89,-76.64,4.944968428,17402,3827.405563
19316,0,12,40.05,-75.83,4.944742938,19320,59.33691526
19047,0,1723,40.17,-74.91,4.944442071,19020,8519.273689
19430,0,6,40.22,-75.4,4.944316639,19403,29.66589983
19474,0,63,40.22,-75.4,4.944316639,19403,311.4919483
15061,0,787,40.68,-80.27,4.943160772,15001,3890.267528
18247,0,4,41.03,-75.98,4.942279147,18202,19.76911659
16046,0,869,40.69,-80.01,4.92375105,16066,4278.739662
17345,0,531,40.06,-76.72,4.91622265,17404,2610.514227
18034,0,424,40.53,-75.42,4.905441855,18015,2079.907346
18320,0,19,41,-75.28,4.904040151,18360,93.17676286
17959,0,68,40.73,-76.15,4.902584554,17901,333.3757496
17836,0,5,40.72,-76.6,4.901563148,17872,24.50781574
16563,0,4,42.12,-79.99,4.874015615,16509,19.49606246
19073,0,1093,39.97,-75.43,4.858621636,19333,5310.473448
17016,0,30,40.27,-76.41,4.858617308,17042,145.7585192
18947,0,319,40.43,-75.1,4.858616011,18902,1549.898508
16648,0,940,40.43,-78.39,4.858615003,16602,4567.098103
16433,0,259,41.71,-80.13,4.858597674,16335,1258.376797
16105,0,765,41.06,-80.34,4.830419961,16101,3695.27127
15042,0,458,40.68,-80.25,4.830100756,15001,2212.186146
19030,0,598,40.17,-74.85,4.829673434,19007,2888.144714
17301,0,278,39.88,-76.98,4.829431048,17331,1342.581831
15055,0,62,40.31,-80.12,4.803313497,15102,297.8054368
19319,0,23,39.93,-75.52,4.780388012,19382,109.9489243
15034,0,127,40.35,-79.89,4.751044142,15236,603.382606
18968,0,2,40.43,-75.43,4.745425711,18951,9.490851421
15456,0,128,39.92,-79.64,4.72790672,15401,605.1720602
19373,0,134,39.9,-75.53,4.727352617,19382,633.4652507
17833,0,13,40.8,-76.95,4.719319746,17870,61.3511567
19548,0,6,40.28,-75.72,4.707895668,19464,28.24737401
17015,0,1334,40.15,-77.26,4.688824417,17013,6254.891772
16633,0,8,40.16,-78.23,4.688513114,16634,37.50810491
15671,0,38,40.36,-79.32,4.683838811,15650,177.9858748
16102,0,236,40.96,-80.42,4.668051731,16101,1101.660209
18249,0,241,40.99,-76.08,4.668051731,18202,1125.000467
18507,0,312,41.35,-75.72,4.651192239,18505,1451.171978
17545,0,997,40.16,-76.39,4.650264343,17520,4636.31355
19465,0,1126,40.19,-75.68,4.649048458,19464,5234.828564
15732,0,59,40.68,-79.19,4.643225818,15701,273.9503233
18040,0,818,40.75,-75.23,4.6422759,18045,3797.381686
16672,0,12,40.17,-78.24,4.619106168,16634,55.42927402
18976,0,1043,40.25,-75.14,4.617372252,18974,4815.919259
19510,0,447,40.44,-75.87,4.609121514,19605,2060.277317
15225,0,108,40.51,-80.11,4.604333782,15237,497.2680485
18087,0,50,40.55,-75.59,4.602590803,18051,230.1295401
15627,0,401,40.33,-79.3,4.444667257,15650,1782.31157
18971,0,8,40.34,-75.38,4.442891291,18960,35.54313033
15112,0,193,40.4,-79.84,4.439336279,15146,856.7919018
19375,0,33,39.9,-75.74,4.436131872,19348,146.3923518
17584,0,475,39.98,-76.27,4.435059219,17602,2106.653129
